experiment_type,trial_number,start_time,instructions,cpu-cycles,cache-references,cache-misses,page-faults,bus-cycles,branch-instructions,branch-misses,avg_memory_over_time,max_memory_over_time
wasm_aot,40,2025-02-02T22:42:54.327424,33785033614064,37871439816846,20929800107440,17790497531,8752426,19472854357550,4087629888166,223825842231,339849750,436428800
wasm_interpreted,43,2025-02-02T22:43:31.955779,34385270866635,38665417172371,21519618315446,18151338852,8863477,19939798531994,4195153637940,227935849246,270235000,443633664
wasm_interpreted,44,2025-02-02T22:57:15.613611,35071124146660,39489648544809,22041013556121,18525083567,8972836,20408766856618,4287219620551,233704739529,209254296,423960576
wasm_interpreted,45,2025-02-02T23:11:22.564985,35762914184286,40301401838328,22513068845578,18863563008,9082224,20821607557464,4371702353704,238842213464,274364574,438407168
wasm_aot,41,2025-02-02T23:25:07.940995,35811712184066,40346815840448,22522438897189,18936536923,9185375,20845299523348,4378994047206,238988986892,324648375,435388416
docker_container,42,2025-02-02T23:25:40.188952,74911950297,62413420443,13489854536,80746586,101633,31457701596,11847292528,158670276,178320953,285523968
docker_container_and_daemon,42,2025-02-02T23:25:40.188952,215556917662,123678209118,49401122963,234850395,106176,53611877878,28578541146,410832079,265412085,337944576
docker_container,43,2025-02-02T23:26:38.688599,68769645944,58696023458,12561921053,79865294,103197,27500805255,11022892068,150820016,109608960,259444736
docker_container_and_daemon,43,2025-02-02T23:26:38.688599,134076982546,94317432366,31806918550,118598871,108908,52859117710,22474768532,470433335,209640541,312856576
docker_container,44,2025-02-02T23:27:27.807192,70233384401,56376379537,13278182170,82475086,102018,28630200623,10631352343,133323210,128151552,265158656
docker_container_and_daemon,44,2025-02-02T23:27:27.807192,154573494645,71886663445,34924958608,153493169,109000,41475652562,21045578850,187698237,229108424,271273984
wasm_aot,42,2025-02-02T23:28:18.710101,35883028337507,40409517389766,22533346159526,19024087082,9289258,20873713499209,4389459279315,239163950693,401115136,415281152
docker_container,45,2025-02-02T23:29:07.775943,70070912438,57121554710,12623107312,81179205,103262,29244075079,11626421720,166935868,143705639,274632704
docker_container_and_daemon,45,2025-02-02T23:29:07.775943,148084014477,81453592329,32115910354,93057863,108067,41148337585,21282873471,235583557,250045485,296034304
wasm_interpreted,46,2025-02-02T23:30:05.137156,36606106983773,41246283534822,23002745587629,19342772203,9397658,21292632867277,4475366026492,244227754018,266055551,450539520
docker_container,46,2025-02-02T23:43:42.119109,72794145700,59320881524,12565514087,77422113,101816,28336271047,10110039559,157326402,185999974,285749248
docker_container_and_daemon,46,2025-02-02T23:43:42.119109,200855834059,135247548800,44404088978,489437598,106213,52595536614,24577270432,283346181,255760384,333172736
wasm_interpreted,47,2025-02-02T23:44:36.374084,37408246259925,42058985443809,23484594114045,19686536952,9508645,21727786392670,4562541824680,249525562060,265691827,456749056
docker_container,47,2025-02-02T23:58:29.434119,68520596547,57877319903,12296337973,78634317,100526,28491159120,10553479812,161205357,186207178,282959872
docker_container_and_daemon,47,2025-02-02T23:58:29.434119,186625400636,70886007545,44870525006,339640466,105029,34858303152,22982466732,443350839,267576934,333713408
wasm_interpreted,48,2025-02-02T23:59:25.700780,38031690591827,42813072445599,23938529150911,19939627972,9616337,22227966125141,4659486629717,255799221954,262017182,443912192
